Japan, Exposure to risk (period 1x1)     Last modified:2026-02-20, ver.005_002 JMD(IPSS)

   Year      Age       Female          Male         Total
    1981       65       473639.58    370587.05    844226.63
    1981       66       461288.24    363156.27    824444.51
    1981       67       454606.45    357203.73    811810.18
    1981       68       435529.79    337257.68    772787.47
    1981       69       424223.67    324680.36    748904.04
    1981       70       402651.11    308428.79    711079.90
    1981       71       383945.62    292815.84    676761.47
    1981       72       358331.83    273376.92    631708.75
    1981       73       334055.39    252967.57    587022.95
    1981       74       302662.28    231353.69    534015.97
    1981       75       261089.64    196764.47    457854.11
    1981       76       256507.60    184657.84    441165.44
    1981       77       238801.92    170882.90    409684.82
    1981       78       229938.10    159720.06    389658.17
    1981       79       210858.91    142560.83    353419.75
    1981       80       184243.88    122354.75    306598.62
    1981       81       159359.10    103091.89    262450.99
    1981       82       140964.23     86747.93    227712.16
    1981       83       122450.89     71989.29    194440.19
    1981       84       101457.54     57841.95    159299.49
    1981       85        83955.26     46301.83    130257.09
    1981       86        68253.20     36639.70    104892.91
    1981       87        54404.38     27717.01     82121.40
    1981       88        43523.85     20885.43     64409.28
    1981       89        32643.50     15027.00     47670.50
    1981       90        24077.11     10748.85     34825.96
    1981       91        19395.83      8043.45     27439.28
    1981       92        14669.89      5683.39     20353.28
    1981       93         9828.60      3638.95     13467.55
    1981       94         6460.26      2261.75      8722.02
    1981       95         4318.18      1404.85      5723.03
    1981       96         2757.37       855.38      3612.75
    1981       97         1812.68       548.46      2361.14
    1981       98         1132.72       327.27      1459.99
    1981       99          657.63       186.49       844.11
    1981      100          384.07        93.08       477.15
    1981      101          211.04        45.87       256.91
    1981      102          123.69        33.19       156.88
    1981      103           66.35        13.84        80.19
    1981      104           34.67         3.67        38.34
    1981      105           14.67         1.00        15.67
    1981      106            7.33         2.00         9.34
    1981      107            2.17         1.00         3.17
    1981      108            0.50         0.50         1.00
    1981      109            1.00         0.50         1.50
    1981      110+           0.50         1.00         1.50
    1982        0       734129.44    774395.68   1508525.12
    1982        1       743736.47    784498.50   1528234.96
    1982        2       774593.00    816550.41   1591143.41
    1982        3       803891.26    846014.51   1649905.76
    1982        4       833415.83    875602.26   1709018.08
    1982        5       856962.96    901392.58   1758355.54
    1982        6       897328.50    944262.75   1841591.25
    1982        7       948099.18    998332.32   1946431.50
    1982        8       989787.15   1040838.35   2030625.50
    1982        9       999622.97   1050145.30   2049768.27
    1982       10       976171.86   1027570.36   2003742.22
    1982       11       949472.29   1000754.48   1950226.77
    1982       12       921208.22    971966.94   1893175.16
    1982       13       914518.39    964886.41   1879404.80
    1982       14       903792.05    948008.03   1851800.07
    1982       15       824875.69    867553.24   1692428.93
    1982       16       761358.13    800215.70   1561573.83
    1982       17       857702.44    894641.31   1752343.76
    1982       18       805442.98    840556.47   1645999.46
    1982       19       788031.88    819797.12   1607829.00
    1982       20       770201.57    797604.11   1567805.68
    1982       21       763761.69    786726.34   1550488.03
    1982       22       766212.14    786534.75   1552746.89
    1982       23       784972.05    802283.81   1587255.86
    1982       24       756228.11    770155.50   1526383.62
    1982       25       756644.45    769218.50   1525862.95
    1982       26       791799.22    805561.35   1597360.57
    1982       27       818610.60    834593.90   1653204.50
    1982       28       838230.56    849528.36   1687758.92
    1982       29       895963.81    903096.12   1799059.93
    1982       30       945904.96    953323.41   1899228.37
    1982       31      1023276.34   1036614.94   2059891.28
    1982       32      1116422.85   1130020.56   2246443.41
    1982       33      1192923.86   1203005.86   2395929.72
    1982       34      1199400.10   1215950.96   2415351.06
    1982       35      1041320.82   1057392.39   2098713.21
    1982       36       710785.57    716351.33   1427136.90
    1982       37       802138.74    799627.82   1601766.56
    1982       38       968101.01    962033.45   1930134.46
    1982       39       928266.23    924569.03   1852835.26
    1982       40       966463.82    962903.52   1929367.34
    1982       41       923305.11    917880.69   1841185.80
    1982       42       838011.20    832608.87   1670620.07
    1982       43       758115.67    753071.52   1511187.19
    1982       44       841548.71    835528.96   1677077.67
    1982       45       841481.47    834074.16   1675555.62
    1982       46       860669.67    855996.68   1716666.36
    1982       47       821282.63    813617.04   1634899.67
    1982       48       799712.40    789919.42   1589631.82
    1982       49       818742.61    812976.67   1631719.28
    1982       50       787389.59    780456.44   1567846.03
    1982       51       779458.37    771168.06   1550626.43
    1982       52       741027.10    728628.48   1469655.58
    1982       53       745817.75    724416.58   1470234.33
    1982       54       712763.84    687396.50   1400160.34
    1982       55       705854.78    673318.54   1379173.32
    1982       56       694284.46    644739.68   1339024.14
    1982       57       656269.93    583974.04   1240243.97
    1982       58       625874.00    520763.69   1146637.69
    1982       59       604624.91    461886.71   1066511.62
    1982       60       588264.77    430911.09   1019175.86
    1982       61       573375.92    415739.95    989115.87
    1982       62       546387.99    406676.32    953064.31
    1982       63       474888.02    362265.59    837153.61
    1982       64       476586.96    364572.92    841159.88
    1982       65       473560.58    364411.00    837971.59
    1982       66       468876.24    363157.64    832033.88
    1982       67       456371.34    355282.70    811654.04
    1982       68       449113.85    348638.18    797752.02
    1982       69       429679.39    328312.61    757992.00
    1982       70       417657.17    314954.96    732612.13
    1982       71       395663.40    298036.22    693699.62
    1982       72       376291.50    281921.83    658213.32
    1982       73       350118.15    261956.89    612075.05
    1982       74       325332.17    241162.36    566494.53
    1982       75       293603.72    219307.96    512911.68
    1982       76       252027.29    185228.89    437256.18
    1982       77       246409.02    172566.80    418975.83
    1982       78       228007.95    158696.89    386704.85
    1982       79       217946.41    146910.56    364856.97
    1982       80       196561.01    130144.48    326705.49
    1982       81       171731.32    110330.59    282061.91
    1982       82       147168.71     91958.71    239127.42
    1982       83       128896.17     76585.34    205481.51
    1982       84       110715.66     62652.73    173368.38
    1982       85        90477.27     49640.41    140117.68
    1982       86        73746.63     39261.34    113007.97
    1982       87        59079.09     30648.67     89727.76
    1982       88        46323.79     22795.12     69118.91
    1982       89        36499.11     16793.83     53292.95
    1982       90        26859.64     11874.62     38734.26
    1982       91        19437.96      8323.19     27761.14
    1982       92        15301.94      6090.31     21392.25
    1982       93        11257.79      4195.93     15453.72
    1982       94         7344.99      2661.21     10006.21
    1982       95         4749.13      1590.91      6340.04
    1982       96         3086.12       953.67      4039.80
    1982       97         1932.89       566.50      2499.39
    1982       98         1217.08       370.16      1587.24
    1982       99          731.31       209.68       941.00
    1982      100          422.92       113.60       536.52
    1982      101          241.22        53.71       294.93
    1982      102          130.19        31.53       161.72
    1982      103           78.52        20.52        99.03
    1982      104           41.68         8.67        50.35
    1982      105           19.67         2.17        21.84
    1982      106            6.67         1.00         7.67
    1982      107            2.83         2.00         4.84
    1982      108            1.00         0.33         1.33
    1982      109            0.50         0.33         0.83
    1982      110+           0.50         1.00         1.50
    1983        0       734710.64    774022.84   1508733.48
    1983        1       732384.52    771131.48   1503516.00
    1983        2       744079.86    784244.90   1528324.77
    1983        3       775454.12    817200.21   1592654.34
    1983        4       803779.59    845746.76   1649526.35
    1983        5       833502.48    875526.62   1709029.10
    1983        6       857322.05    901566.73   1758888.78
    1983        7       897628.12    944425.08   1842053.20
    1983        8       948315.09    998450.00   1946765.09
    1983        9       989943.67   1040886.30   2030829.96
    1983       10       999917.44   1050366.41   2050283.85
    1983       11       976579.29   1027948.36   2004527.65
    1983       12       949738.28   1001061.04   1950799.32
    1983       13       921540.17    972505.84   1894046.01
    1983       14       914974.03    965527.82   1880501.85
    1983       15       904283.34    948232.04   1852515.38
    1983       16       825673.00    867515.98   1693188.97
    1983       17       762349.83    799795.26   1562145.09
    1983       18       857969.76    893031.28   1751001.04
    1983       19       804664.03    837950.20   1642614.22
    1983       20       786882.17    816875.32   1603757.49
    1983       21       768609.15    794419.69   1563028.84
    1983       22       762165.15    783939.24   1546104.39
    1983       23       765102.41    784287.36   1549389.77
    1983       24       784212.50    800691.46   1584903.96
    1983       25       755868.22    769742.55   1525610.77
    1983       26       756516.11    769520.37   1526036.48
    1983       27       791907.77    806347.53   1598255.30
    1983       28       818832.06    835600.26   1654432.32
    1983       29       838171.12    850158.76   1688329.88
    1983       30       895670.67    903269.55   1798940.21
    1983       31       945587.51    953148.64   1898736.15
    1983       32      1023018.26   1036156.16   2059174.42
    1983       33      1116092.61   1129230.15   2245322.76
    1983       34      1192443.63   1201939.14   2394382.77
    1983       35      1198820.21   1214751.96   2413572.18
    1983       36      1040746.91   1056331.38   2097078.29
    1983       37       710459.81    715611.51   1426071.32
    1983       38       801644.35    798630.79   1600275.15
    1983       39       967032.73    960269.83   1927302.56
    1983       40       927172.60    922636.34   1849808.93
    1983       41       965388.69    960787.22   1926175.90
    1983       42       922130.82    915691.25   1837822.07
    1983       43       836909.52    830432.64   1667342.16
    1983       44       757010.36    750961.84   1507972.20
    1983       45       840071.03    832788.59   1672859.63
    1983       46       840015.59    830975.01   1670990.60
    1983       47       859183.01    852687.25   1711870.26
    1983       48       819655.40    810187.47   1629842.87
    1983       49       797686.14    785892.36   1583578.50
    1983       50       816504.42    808337.84   1624842.26
    1983       51       785325.41    775938.05   1561263.46
    1983       52       777049.36    766103.26   1543152.62
    1983       53       738668.60    723450.96   1462119.56
    1983       54       743503.31    719283.99   1462787.30
    1983       55       710347.67    682087.12   1392434.79
    1983       56       703315.94    667620.52   1370936.46
    1983       57       691623.11    639027.99   1330651.10
    1983       58       653602.22    578635.85   1232238.07
    1983       59       623020.90    515458.30   1138479.20
    1983       60       601675.57    456919.63   1058595.21
    1983       61       585033.00    425964.61   1010997.61
    1983       62       569903.51    410523.85    980427.36
    1983       63       542532.55    400905.10    943437.65
    1983       64       471184.19    356553.51    827737.70
    1983       65       472685.64    358421.93    831107.57
    1983       66       468953.38    357406.53    826359.91
    1983       67       463863.91    355346.19    819210.10
    1983       68       451117.83    346974.21    798092.03
    1983       69       443209.51    339729.65    782939.15
    1983       70       423413.14    318927.23    742340.37
    1983       71       410661.94    304665.90    715327.84
    1983       72       388109.02    287283.15    675392.17
    1983       73       368148.87    270650.02    638798.89
    1983       74       341328.69    250068.75    591397.44
    1983       75       315976.06    228977.30    544953.36
    1983       76       283930.20    206899.96    490830.16
    1983       77       242565.88    173428.50    415994.39
    1983       78       235883.56    160430.16    396313.72
    1983       79       216717.83    146351.14    363068.96
    1983       80       202324.57    133813.94    336138.50
    1983       81       183658.20    117711.02    301369.22
    1983       82       159020.32     98555.17    257575.49
    1983       83       134969.00     81318.82    216287.82
    1983       84       116832.36     66812.97    183645.33
    1983       85        99103.61     53916.52    153020.12
    1983       86        79869.58     42174.08    122043.66
    1983       87        64182.14     32937.96     97120.09
    1983       88        50570.80     25271.73     75842.53
    1983       89        38942.22     18412.17     57354.39
    1983       90        30175.91     13283.77     43459.68
    1983       91        21775.34      9220.42     30995.76
    1983       92        15396.69      6319.20     21715.89
    1983       93        11815.78      4513.67     16329.45
    1983       94         8490.59      3092.85     11583.44
    1983       95         5411.62      1914.60      7326.22
    1983       96         3408.04      1104.68      4512.72
    1983       97         2161.61       645.42      2807.03
    1983       98         1316.11       384.01      1700.12
    1983       99          804.83       245.55      1050.39
    1983      100          462.93       125.61       588.54
    1983      101          268.72        69.06       337.78
    1983      102          145.36        35.70       181.06
    1983      103           81.35        19.85       101.20
    1983      104           44.01        12.34        56.35
    1983      105           27.17         5.00        32.18
    1983      106            8.84         0.67         9.50
    1983      107            2.17         0.83         3.00
    1983      108            2.50         0.50         3.00
    1983      109            0.67         0.00         0.67
    1983      110+           0.00         1.00         1.00
    1984        0       725916.25    764438.34   1490354.59
    1984        1       733112.76    770279.38   1503392.14
    1984        2       731699.54    769274.30   1500973.85
    1984        3       744620.81    784217.14   1528837.95
    1984        4       776373.57    817932.78   1594306.35
    1984        5       803717.75    845538.66   1649256.41
    1984        6       833626.88    875499.96   1709126.84
    1984        7       857706.28    901811.52   1759517.80
    1984        8       897952.35    944649.76   1842602.10
    1984        9       948548.65    998630.24   1947178.89
    1984       10       990111.95   1040964.63   2031076.58
    1984       11      1000228.20   1050610.98   2050839.18
    1984       12       976988.51   1028339.99   2005328.50
    1984       13       950006.53   1001342.32   1951348.85
    1984       14       921874.26    973004.37   1894878.62
    1984       15       915408.80    966099.75   1881508.55
    1984       16       904746.63    948283.04   1853029.67
    1984       17       826433.97    867290.87   1693724.84
    1984       18       763336.23    799367.48   1562703.71
    1984       19       858230.07    891370.86   1749600.92
    1984       20       803880.35    835362.57   1639242.92
    1984       21       785705.29    813972.61   1599677.90
    1984       22       767010.60    791251.53   1558262.13
    1984       23       760557.42    781140.87   1541698.29
    1984       24       763977.33    782070.67   1546048.01
    1984       25       783434.72    799117.04   1582551.76
    1984       26       755480.82    769348.87   1524829.70
    1984       27       756374.66    769812.15   1526186.81
    1984       28       792007.13    807135.23   1599142.36
    1984       29       819035.93    836609.06   1655644.99
    1984       30       838096.89    850744.72   1688841.61
    1984       31       895365.84    903437.61   1798803.45
    1984       32       945270.58    952946.04   1898216.62
    1984       33      1022758.19   1035649.13   2058407.32
    1984       34      1115699.22   1128398.72   2244097.94
    1984       35      1191904.94   1200761.29   2392666.24
    1984       36      1198223.79   1213430.87   2411654.66
    1984       37      1040129.41   1055136.95   2095266.36
    1984       38       710084.53    714781.30   1424865.82
    1984       39       801117.04    797447.33   1598564.36
    1984       40       965898.41    958318.33   1924216.74
    1984       41       925939.14    920571.10   1846510.24
    1984       42       964196.95    958482.36   1922679.31
    1984       43       920895.56    913307.54   1834203.10
    1984       44       835697.31    828044.27   1663741.58
    1984       45       755822.84    748588.32   1504411.16
    1984       46       838505.15    829815.66   1668320.81
    1984       47       838437.45    827700.39   1666137.84
    1984       48       857516.85    849146.76   1706663.61
    1984       49       817948.46    806536.65   1624485.11
    1984       50       795542.45    781488.83   1577031.28
    1984       51       814170.36    803425.41   1617595.77
    1984       52       783125.51    770899.39   1554024.90
    1984       53       774568.06    760657.93   1535225.99
    1984       54       736220.83    717929.28   1454150.11
    1984       55       741025.35    713636.69   1454662.03
    1984       56       707808.96    676363.16   1384172.13
    1984       57       700625.61    661534.37   1362159.98
    1984       58       688801.25    632981.74   1321782.99
    1984       59       650785.35    572817.05   1223602.40
    1984       60       619961.77    509879.90   1129841.67
    1984       61       598482.27    451596.73   1050078.99
    1984       62       581593.64    420624.34   1002217.98
    1984       63       566233.08    404954.22    971187.30
    1984       64       538472.99    394732.52    933205.51
    1984       65       467263.20    350474.44    817737.64
    1984       66       468426.24    351804.85    820231.09
    1984       67       464026.30    349936.65    813962.95
    1984       68       458407.23    347082.44    805489.66
    1984       69       445360.97    338366.36    783727.34
    1984       70       436852.49    330331.89    767184.38
    1984       71       416674.63    308946.59    725621.22
    1984       72       403137.21    293918.08    697055.28
    1984       73       379977.87    276103.56    656081.43
    1984       74       359347.17    258759.97    618107.13
    1984       75       331859.41    237631.48    569490.89
    1984       76       305992.13    216374.29    522366.42
    1984       77       273671.08    194095.00    467766.08
    1984       78       232546.23    161476.15    394022.38
    1984       79       224638.31    148188.33    372826.63
    1984       80       203260.50    134199.33    337459.83
    1984       81       189405.60    121155.72    310561.32
    1984       82       170437.56    105312.99    275750.55
    1984       83       146111.56     87177.93    233289.49
    1984       84       122617.48     71010.84    193628.32
    1984       85       104833.66     57556.75    162390.41
    1984       86        87818.94     45812.70    133631.64
    1984       87        69634.30     35310.45    104944.75
    1984       88        55101.26     27136.36     82237.62
    1984       89        42583.14     20458.79     63041.93
    1984       90        32227.83     14589.70     46817.53
    1984       91        24412.88     10300.65     34713.53
    1984       92        17236.23      7007.77     24244.01
    1984       93        11901.96      4723.56     16625.52
    1984       94         8914.18      3280.66     12194.84
    1984       95         6243.46      2223.97      8467.43
    1984       96         3895.81      1333.79      5229.60
    1984       97         2395.00       763.40      3158.39
    1984       98         1465.80       432.91      1898.72
    1984       99          886.35       247.57      1133.92
    1984      100          514.77       151.14       665.92
    1984      101          297.40        77.74       375.13
    1984      102          166.54        44.21       210.74
    1984      103           85.18        22.52       107.71
    1984      104           42.68        10.84        53.52
    1984      105           27.17         6.17        33.34
    1984      106           14.17         1.17        15.34
    1984      107            4.83         0.50         5.33
    1984      108            2.00         0.50         2.50
    1984      109            1.67         0.50         2.17
    1984      110+           0.17         1.00         1.17
    1985        0       704730.70    740762.90   1445493.60
    1985        1       724379.13    760531.31   1484910.45
    1985        2       732596.32    768218.21   1500814.53
    1985        3       731265.54    767850.56   1499116.10
    1985        4       745369.94    784497.63   1529867.57
    1985        5       777134.09    818554.82   1595688.91
    1985        6       803708.80    845409.42   1649118.22
    1985        7       833838.42    875617.99   1709456.42
    1985        8       858067.31    902090.50   1760157.81
    1985        9       898290.08    944969.17   1843259.25
    1985       10       948761.48    998820.50   1947581.98
    1985       11       990265.14   1041136.22   2031401.35
    1985       12      1000463.76   1050846.89   2051310.65
    1985       13       977328.58   1028629.49   2005958.08
    1985       14       950199.00   1001394.12   1951593.12
    1985       15       922071.85    973242.44   1895314.29
    1985       16       915443.28    965739.51   1881182.79
    1985       17       904819.58    947396.86   1852216.44
    1985       18       826654.74    866154.67   1692809.40
    1985       19       763810.76    798198.96   1562009.72
    1985       20       857822.88    888940.96   1746763.84
    1985       21       802806.46    832439.42   1635245.88
    1985       22       784388.15    810917.18   1595305.34
    1985       23       765374.07    788135.86   1553509.93
    1985       24       758993.72    778542.58   1537536.30
    1985       25       762853.17    779945.70   1542798.87
    1985       26       782670.10    797708.41   1580378.51
    1985       27       755083.87    768953.90   1524037.77
    1985       28       756154.36    769996.61   1526150.97
    1985       29       792073.83    807840.56   1599914.38
    1985       30       819068.72    837277.97   1656346.68
    1985       31       837963.68    851207.61   1689171.29
    1985       32       895009.85    903445.15   1798455.00
    1985       33       944916.31    952688.14   1897604.46
    1985       34      1022389.93   1035014.02   2057403.96
    1985       35      1115178.83   1127414.64   2242593.47
    1985       36      1191360.95   1199540.41   2390901.36
    1985       37      1197514.87   1212067.94   2409582.81
    1985       38      1039442.26   1053833.74   2093276.00
    1985       39       709696.54    713918.17   1423614.71
    1985       40       800437.44    796161.73   1596599.17
    1985       41       964632.85    956326.44   1920959.29
    1985       42       924631.80    918438.73   1843070.53
    1985       43       962951.41    956256.78   1919208.19
    1985       44       919438.72    910752.01   1830190.74
    1985       45       834357.79    825545.93   1659903.73
    1985       46       754447.49    746085.89   1500533.38
    1985       47       836848.17    826712.71   1663560.87
    1985       48       836759.92    824317.02   1661076.95
    1985       49       855834.05    845555.19   1701389.24
    1985       50       816060.47    802520.52   1618581.00
    1985       51       793349.15    777053.54   1570402.69
    1985       52       811740.46    798309.73   1610050.18
    1985       53       780940.97    765855.21   1546796.18
    1985       54       771998.13    754959.88   1526958.01
    1985       55       733728.25    712247.51   1445975.76
    1985       56       738448.44    707809.84   1446258.28
    1985       57       705254.02    670442.93   1375696.95
    1985       58       697878.25    655397.09   1353275.34
    1985       59       685835.58    626673.28   1312508.87
    1985       60       647640.66    566732.34   1214373.00
    1985       61       616678.01    503904.14   1120582.15
    1985       62       595069.09    445995.29   1041064.39
    1985       63       577985.67    415108.26    993093.93
    1985       64       562227.00    399072.22    961299.22
    1985       65       534088.97    388165.42    922254.39
    1985       66       463061.03    344089.94    807150.97
    1985       67       463920.61    344876.77    808797.38
    1985       68       458631.32    342140.28    800771.60
    1985       69       452704.81    338451.53    791156.34
    1985       70       439207.68    329223.13    768430.81
    1985       71       430006.19    320479.67    750485.86
    1985       72       409518.21    298556.66    708074.88
    1985       73       395144.77    282692.39    677837.16
    1985       74       371289.73    264309.17    635598.91
    1985       75       349921.45    246321.53    596242.98
    1985       76       321880.08    224883.99    546764.07
    1985       77       295362.89    203254.01    498616.90
    1985       78       262867.07    181153.05    444020.12
    1985       79       221924.18    149435.35    371359.53
    1985       80       208273.07    135235.43    343508.50
    1985       81       190862.02    121870.42    312732.44
    1985       82       176286.78    108840.16    285126.94
    1985       83       157181.12     93485.98    250667.10
    1985       84       133313.70     76466.41    209780.10
    1985       85       110589.29     61448.35    172037.64
    1985       86        93326.24     49140.47    142466.72
    1985       87        77062.20     38543.54    115605.74
    1985       88        60169.83     29244.78     89414.61
    1985       89        46697.18     22082.19     68779.37
    1985       90        35444.49     16392.60     51837.09
    1985       91        26285.76     11450.94     37736.70
    1985       92        19538.87      7926.03     27464.90
    1985       93        13480.78      5262.83     18743.62
    1985       94         9051.04      3453.01     12504.05
    1985       95         6635.54      2357.57      8993.11
    1985       96         4554.94      1543.08      6098.02
    1985       97         2793.58       935.46      3729.04
    1985       98         1662.01       514.53      2176.54
    1985       99          993.71       271.28      1264.99
    1985      100          573.45       155.49       728.95
    1985      101          330.07        94.43       424.50
    1985      102          181.87        46.21       228.08
    1985      103           99.02        24.69       123.71
    1985      104           49.01        12.18        61.19
    1985      105           26.17         6.34        32.51
    1985      106           16.17         2.50        18.67
    1985      107            8.50         0.50         9.00
    1985      108            1.67         0.17         1.83
    1985      109            1.33         0.50         1.83
    1985      110+           0.50         1.50         2.00
    1986        0       676954.22    713750.49   1390704.71
    1986        1       704101.77    739019.23   1443121.00
    1986        2       724105.68    759535.37   1483641.05
    1986        3       732527.86    767733.20   1500261.06
    1986        4       731191.06    767517.24   1498708.31
    1986        5       746273.76    785395.73   1531669.49
    1986        6       777295.33    818726.11   1596021.45
    1986        7       803803.99    845511.63   1649315.62
    1986        8       834193.28    876106.59   1710299.86
    1986        9       858231.22    902396.47   1760627.69
    1986       10       898556.04    945433.92   1843989.96
    1986       11       948783.19    999055.19   1947838.39
    1986       12       990272.85   1041476.66   2031749.51
    1986       13      1000385.25   1050972.74   2051357.99
    1986       14       977348.58   1028461.67   2005810.24
    1986       15       950046.38   1000572.79   1950619.17
    1986       16       921567.45    972000.92   1893568.38
    1986       17       913959.54    962175.81   1876135.36
    1986       18       903319.19    943560.91   1846880.10
    1986       19       824686.90    861587.13   1686274.03
    1986       20       762133.82    794290.11   1556423.93
    1986       21       855155.98    883926.81   1739082.79
    1986       22       800717.03    828288.74   1629005.77
    1986       23       782540.70    807297.25   1589837.95
    1986       24       763602.50    785236.97   1548839.47
    1986       25       757496.93    776337.70   1533834.63
    1986       26       761732.95    778146.34   1539879.29
    1986       27       781882.43    796720.54   1578602.97
    1986       28       754541.23    768395.97   1522937.20
    1986       29       755705.90    769649.66   1525355.56
    1986       30       791915.11    807941.69   1599856.80
    1986       31       818592.78    836771.22   1655364.00
    1986       32       837654.19    850915.61   1688569.80
    1986       33       894521.70    902761.80   1797283.50
    1986       34       944522.12    952111.63   1896633.75
    1986       35      1021678.28   1033925.54   2055603.82
    1986       36      1114361.58   1126246.76   2240608.34
    1986       37      1190570.11   1198357.89   2388928.00
    1986       38      1196572.76   1210750.07   2407322.82
    1986       39      1038524.92   1052405.81   2090930.73
    1986       40       709135.65    713022.54   1422158.19
    1986       41       799390.94    794630.59   1594021.53
    1986       42       963119.76    954327.18   1917446.94
    1986       43       923135.13    916368.06   1839503.18
    1986       44       961614.90    954186.51   1915801.41
    1986       45       917556.48    908020.08   1825576.56
    1986       46       832732.93    822837.80   1655570.73
    1986       47       752724.49    743354.12   1496078.61
    1986       48       835098.53    823530.51   1658629.04
    1986       49       835093.55    821123.43   1656216.99
    1986       50       854055.73    841810.58   1695866.31
    1986       51       813825.47    798130.25   1611955.72
    1986       52       791227.92    772510.30   1563738.21
    1986       53       809636.76    793397.58   1603034.34
    1986       54       778956.44    761137.54   1540093.98
    1986       55       769393.44    749357.86   1518751.30
    1986       56       731277.48    706819.64   1438097.11
    1986       57       735746.77    702125.51   1437872.28
    1986       58       702595.00    664791.95   1367386.96
    1986       59       695159.51    649382.83   1344542.34
    1986       60       682806.34    620376.19   1303182.53
    1986       61       644012.71    560256.09   1204268.80
    1986       62       613114.24    497774.18   1110888.43
    1986       63       591328.31    440178.06   1031506.37
    1986       64       574017.40    409348.66    983366.06
    1986       65       557757.84    392694.67    950452.51
    1986       66       529355.14    381355.65    910710.79
    1986       67       458596.08    337353.87    795949.95
    1986       68       459101.52    337622.95    796724.47
    1986       69       452683.09    333747.97    786431.06
    1986       70       446768.09    329539.17    776307.26
    1986       71       432325.46    319646.28    751971.74
    1986       72       422690.26    310054.29    732744.56
    1986       73       401705.27    287636.02    689341.28
    1986       74       386383.00    271050.10    657433.10
    1986       75       361533.63    251902.79    613436.43
    1986       76       339514.81    233460.24    572975.04
    1986       77       310914.36    211493.61    522407.97
    1986       78       283869.64    189922.53    473792.17
    1986       79       250988.11    167819.73    418807.85
    1986       80       206241.32    136415.79    342657.11
    1986       81       195878.78    122936.86    318815.65
    1986       82       177953.01    109685.14    287638.15
    1986       83       162914.14     96869.71    259783.85
    1986       84       143687.42     82153.92    225841.34
    1986       85       120509.06     66393.11    186902.17
    1986       86        98574.27     52557.01    151131.28
    1986       87        81986.23     41417.86    123404.09
    1986       88        66747.13     31923.26     98670.40
    1986       89        51144.71     23816.02     74960.73
    1986       90        38890.99     17649.43     56540.42
    1986       91        29050.44     12886.77     41937.21
    1986       92        21093.63      8792.61     29886.24
    1986       93        15344.62      5909.52     21254.14
    1986       94        10299.43      3848.75     14148.18
    1986       95         6751.04      2492.39      9243.43
    1986       96         4824.98      1639.36      6464.34
    1986       97         3237.32      1049.75      4287.07
    1986       98         1936.39       624.31      2560.70
    1986       99         1133.23       331.84      1465.07
    1986      100          645.80       166.84       812.64
    1986      101          371.08        94.10       465.18
    1986      102          207.54        50.39       257.93
    1986      103          109.19        24.86       134.05
    1986      104           59.18        12.18        71.36
    1986      105           29.17         4.50        33.68
    1986      106           15.50         3.00        18.51
    1986      107            9.17         1.00        10.17
    1986      108            3.83         0.00         3.83
    1986      109            1.17         0.00         1.17
    1986      110+           1.17         1.33         2.50
    1987        0       661758.64    699754.24   1361512.88
    1987        1       675796.48    712128.78   1387925.25
    1987        2       704606.71    739697.76   1444304.47
    1987        3       724197.62    759867.49   1484065.11
    1987        4       732702.45    768118.49   1500820.94
    1987        5       731501.35    767951.60   1499452.95
    1987        6       746569.95    785793.60   1532363.55
    1987        7       777482.16    819013.85   1596496.01
    1987        8       804101.40    845997.93   1650099.34
    1987        9       834358.63    876592.92   1710951.56
    1987       10       858365.80    902889.80   1761255.60
    1987       11       898654.33    945897.25   1844551.58
    1987       12       948735.96    999457.57   1948193.53
    1987       13       990047.07   1041771.97   2031819.03
    1987       14      1000083.26   1050852.95   2050936.21
    1987       15       977161.37   1027632.53   2004793.90
    1987       16       949576.48    999005.20   1948581.68
    1987       17       919975.99    968380.47   1888356.46
    1987       18       911417.75    956504.95   1867922.70
    1987       19       900276.92    937227.21   1837504.13
    1987       20       821178.66    855022.40   1676201.06
    1987       21       758534.63    788246.45   1546781.08
    1987       22       851642.92    877958.57   1729601.49
    1987       23       798192.13    823618.60   1621810.73
    1987       24       780536.15    803774.08   1584310.24
    1987       25       761892.30    782685.16   1544577.46
    1987       26       755996.36    774310.18   1530306.53
    1987       27       760609.18    776720.38   1537329.56
    1987       28       781035.01    795694.18   1576729.19
    1987       29       753817.51    767462.06   1521279.56
    1987       30       755203.31    769026.52   1524229.83
    1987       31       791353.94    807112.07   1598466.01
    1987       32       817990.89    835730.21   1653721.10
    1987       33       837231.78    850002.55   1687234.32
    1987       34       894050.02    901886.44   1795936.47
    1987       35       943918.02    951229.91   1895147.93
    1987       36      1020731.13   1032675.95   2053407.08
    1987       37      1113428.54   1125045.77   2238474.32
    1987       38      1189642.44   1197238.42   2386880.86
    1987       39      1195398.60   1209252.12   2404650.72
    1987       40      1037488.58   1050976.05   2088464.63
    1987       41       708326.33    711921.46   1420247.80
    1987       42       798173.95    793110.58   1591284.54
    1987       43       961408.56    952242.20   1913650.75
    1987       44       921661.23    914497.92   1836159.15
    1987       45       959933.16    951943.16   1911876.33
    1987       46       915490.80    905099.31   1820590.11
    1987       47       830744.41    819991.24   1650735.65
    1987       48       750860.97    740611.75   1491472.72
    1987       49       833309.23    820546.63   1653855.85
    1987       50       833410.15    817928.22   1651338.37
