Japan, Exposure to risk (period 1x1)     Last modified:2026-02-20, ver.005_002 JMD(IPSS)

   Year      Age       Female          Male         Total
    1964       49       514179.03    445438.75    959617.78
    1964       50       511802.00    447751.28    959553.28
    1964       51       495972.13    432999.30    928971.43
    1964       52       490995.46    429745.92    920741.38
    1964       53       468559.22    420259.60    888818.83
    1964       54       457008.79    413359.56    870368.35
    1964       55       439431.92    403568.84    843000.75
    1964       56       423772.27    394693.79    818466.06
    1964       57       395558.94    382356.67    777915.61
    1964       58       350039.76    340235.71    690275.46
    1964       59       358816.30    339253.51    698069.81
    1964       60       348247.71    335154.85    683402.56
    1964       61       356326.72    339304.23    695630.95
    1964       62       346295.46    330538.67    676834.14
    1964       63       327638.33    309063.26    636701.58
    1964       64       307125.90    287981.87    595107.77
    1964       65       287022.08    270348.70    557370.77
    1964       66       274344.65    253406.11    527750.76
    1964       67       257425.11    232722.96    490148.07
    1964       68       242644.65    215770.23    458414.87
    1964       69       229434.80    201653.93    431088.72
    1964       70       210372.84    182174.16    392547.00
    1964       71       198537.44    167081.93    365619.38
    1964       72       179850.47    147298.98    327149.44
    1964       73       166326.52    131720.52    298047.04
    1964       74       169350.44    128457.54    297807.97
    1964       75       156325.86    117324.06    273649.92
    1964       76       134734.68     98213.45    232948.13
    1964       77       120534.61     82330.86    202865.47
    1964       78       107936.18     70273.67    178209.85
    1964       79        95857.15     59244.97    155102.13
    1964       80        88048.27     51566.88    139615.15
    1964       81        78215.53     43465.03    121680.56
    1964       82        67244.62     36076.81    103321.44
    1964       83        56880.03     29216.21     86096.24
    1964       84        47100.86     23116.79     70217.65
    1964       85        38977.85     18342.81     57320.66
    1964       86        31109.59     13948.19     45057.78
    1964       87        25002.20     10643.69     35645.89
    1964       88        18998.92      7837.12     26836.03
    1964       89        13734.16      5426.94     19161.10
    1964       90        10167.43      3772.48     13939.91
    1964       91         6926.93      2531.98      9458.91
    1964       92         4385.77      1609.97      5995.75
    1964       93         2850.21       968.39      3818.60
    1964       94         1885.95       584.18      2470.13
    1964       95         1311.42       374.69      1686.11
    1964       96          795.61       222.36      1017.97
    1964       97          445.68       106.68       552.35
    1964       98          269.67        77.17       346.85
    1964       99          156.83        38.34       195.17
    1964      100           72.16        14.17        86.33
    1964      101           26.33         6.00        32.33
    1964      102           15.67         6.00        21.67
    1964      103            8.00         3.00        11.00
    1964      104            5.17         0.50         5.67
    1964      105            3.83         0.00         3.83
    1964      106            1.67         0.00         1.67
    1964      107            1.50         0.00         1.50
    1964      108            0.50         0.00         0.50
    1964      109            0.33         0.00         0.33
    1964      110+           1.67         1.00         2.67
    1965        0       842229.59    880693.33   1722922.93
    1965        1       797106.07    831460.81   1628566.89
    1965        2       778749.03    811438.76   1590187.79
    1965        3       760292.62    791205.86   1551498.48
    1965        4       755383.60    786171.41   1541555.02
    1965        5       760667.36    791000.10   1551667.46
    1965        6       779234.89    807295.16   1586530.06
    1965        7       750524.30    777040.08   1527564.38
    1965        8       750996.76    777996.04   1528992.80
    1965        9       790874.93    821640.56   1612515.49
    1965       10       823462.32    857977.36   1681439.68
    1965       11       840399.62    870583.36   1710982.98
    1965       12       898042.09    924371.38   1822413.47
    1965       13       947678.73    976707.26   1924385.99
    1965       14      1024307.80   1060701.91   2085009.71
    1965       15      1123822.10   1154485.22   2278307.32
    1965       16      1202976.39   1223892.20   2426868.59
    1965       17      1199304.66   1223736.97   2423041.63
    1965       18      1040135.57   1059315.20   2099450.77
    1965       19       711660.64    716653.27   1428313.90
    1965       20       797123.98    789512.63   1586636.61
    1965       21       958310.93    942870.32   1901181.25
    1965       22       921744.70    904533.07   1826277.77
    1965       23       962188.92    945179.00   1907367.91
    1965       24       921653.91    907698.96   1829352.87
    1965       25       840340.96    825212.57   1665553.53
    1965       26       763149.88    749386.80   1512536.68
    1965       27       850904.95    838775.25   1689680.21
    1965       28       851299.68    841490.05   1692789.73
    1965       29       867357.74    867495.44   1734853.18
    1965       30       827795.59    830608.07   1658403.67
    1965       31       810708.13    813214.38   1623922.51
    1965       32       835022.76    843711.99   1678734.75
    1965       33       805102.51    816132.04   1621234.55
    1965       34       797773.88    810709.67   1608483.55
    1965       35       760838.55    769947.87   1530786.42
    1965       36       767971.24    770387.36   1538358.60
    1965       37       736048.11    735888.18   1471936.30
    1965       38       730129.57    722986.27   1453115.84
    1965       39       720096.43    696647.00   1416743.43
    1965       40       684996.21    636683.18   1321679.39
    1965       41       657825.10    572139.00   1229964.10
    1965       42       635874.45    512338.99   1148213.44
    1965       43       618940.17    480085.82   1099025.98
    1965       44       605683.35    466698.73   1072382.08
    1965       45       582830.58    463871.42   1046702.00
    1965       46       512963.55    420350.79    933314.35
    1965       47       517803.34    429406.79    947210.13
    1965       48       520014.81    435504.50    955519.31
    1965       49       520320.15    443098.50    963418.65
    1965       50       511579.51    442319.57    953899.08
    1965       51       508605.70    444140.17    952745.87
    1965       52       492776.49    429111.05    921887.54
    1965       53       487220.91    425613.89    912834.80
    1965       54       465015.23    415871.09    880886.32
    1965       55       453256.94    408635.05    861891.99
    1965       56       435050.79    398377.92    833428.72
    1965       57       420291.11    390138.65    810429.76
    1965       58       392047.19    377003.48    769050.67
    1965       59       346474.68    334770.80    681245.49
    1965       60       354699.18    333066.64    687765.82
    1965       61       343876.28    328311.54    672187.81
    1965       62       351103.91    331273.73    682377.64
    1965       63       340375.20    321756.52    662131.72
    1965       64       321614.78    299885.38    621500.16
    1965       65       301365.16    279031.20    580396.36
    1965       66       280670.11    261084.23    541754.34
    1965       67       267627.66    243835.39    511463.05
    1965       68       250559.37    222942.65    473502.01
    1965       69       235508.04    205710.63    441218.68
    1965       70       222154.18    191482.49    413636.67
    1965       71       202918.40    171994.14    374912.54
    1965       72       190486.70    156708.73    347195.43
    1965       73       171682.33    137270.92    308953.24
    1965       74       157881.54    121985.20    279866.74
    1965       75       159890.74    117969.09    277859.83
    1965       76       146350.27    106818.81    253169.08
    1965       77       125078.75     88474.08    213552.83
    1965       78       110830.26     73363.52    184193.78
    1965       79        98228.66     61795.04    160023.71
    1965       80        86811.54     51977.31    138788.85
    1965       81        78499.41     44180.82    122680.23
    1965       82        68845.84     36730.86    105576.69
    1965       83        58330.27     30022.36     88352.63
    1965       84        48719.86     23906.81     72626.68
    1965       85        39730.71     18610.61     58341.32
    1965       86        32317.38     14436.68     46754.06
    1965       87        25311.97     10776.29     36088.26
    1965       88        19989.60      8090.17     28079.77
    1965       89        14857.83      5864.47     20722.30
    1965       90        10437.09      3956.16     14393.26
    1965       91         7560.04      2659.73     10219.77
    1965       92         5040.06      1744.59      6784.65
    1965       93         3096.08      1067.93      4164.01
    1965       94         1973.52       653.54      2627.06
    1965       95         1264.28       381.99      1646.27
    1965       96          860.58       238.01      1098.59
    1965       97          504.27       126.35       630.63
    1965       98          268.01        66.51       334.51
    1965       99          157.00        39.67       196.67
    1965      100           84.83        20.67       105.50
    1965      101           39.82         8.84        48.66
    1965      102           16.33         4.00        20.33
    1965      103            7.83         2.83        10.67
    1965      104            2.83         1.67         4.50
    1965      105            2.33         0.00         2.33
    1965      106            1.83         0.00         1.83
    1965      107            1.50         0.00         1.50
    1965      108            1.50         0.00         1.50
    1965      109            0.50         0.00         0.50
    1965      110+           1.00         1.00         2.00
    1966        0       745051.22    785589.70   1530640.91
    1966        1       839864.04    874137.95   1714001.99
    1966        2       796293.99    829695.28   1625989.27
    1966        3       778119.76    809981.62   1588101.39
    1966        4       760373.29    790750.18   1551123.46
    1966        5       755715.67    786827.43   1542543.10
    1966        6       761540.38    791301.99   1552842.37
    1966        7       779574.54    807532.40   1587106.94
    1966        8       751284.14    777438.86   1528723.00
    1966        9       750939.83    777793.83   1528733.66
    1966       10       791262.34    821980.89   1613243.23
    1966       11       822759.86    856188.72   1678948.58
    1966       12       840901.07    869755.62   1710656.69
    1966       13       898170.85    922352.53   1820523.38
    1966       14       947077.16    973207.05   1920284.20
    1966       15      1023538.02   1055062.64   2078600.66
    1966       16      1123134.37   1147681.20   2270815.58
    1966       17      1200611.87   1215546.28   2416158.15
    1966       18      1199041.96   1217122.25   2416164.21
    1966       19      1039370.37   1052834.57   2092204.93
    1966       20       710808.98    712519.41   1423328.40
    1966       21       795868.39    786124.91   1581993.31
    1966       22       957902.86    940125.75   1898028.61
    1966       23       921473.54    902919.14   1824392.68
    1966       24       961648.76    944730.72   1906379.48
    1966       25       921571.07    908196.34   1829767.41
    1966       26       840417.85    826205.68   1666623.53
    1966       27       763081.28    750730.42   1513811.70
    1966       28       850860.84    840655.63   1691516.47
    1966       29       850496.42    842471.36   1692967.78
    1966       30       866920.70    868912.64   1735833.34
    1966       31       827580.75    831338.59   1658919.34
    1966       32       810550.57    813769.16   1624319.72
    1966       33       834379.52    843906.72   1678286.24
    1966       34       804173.49    815954.19   1620127.68
    1966       35       796792.88    809997.09   1606789.97
    1966       36       759574.19    768781.52   1528355.70
    1966       37       765172.09    767885.36   1533057.45
    1966       38       733008.43    732964.97   1465973.41
    1966       39       727004.18    720405.59   1447409.77
    1966       40       718800.22    695256.96   1414057.19
    1966       41       683653.65    634698.10   1318351.76
    1966       42       656257.53    570531.21   1226788.74
    1966       43       634750.75    510695.71   1145446.46
    1966       44       617371.99    478251.19   1095623.18
    1966       45       604300.84    465094.54   1069395.38
    1966       46       581580.87    462073.53   1043654.41
    1966       47       511620.16    418870.74    930490.91
    1966       48       515731.66    426807.91    942539.57
    1966       49       518073.82    433039.92    951113.74
    1966       50       518205.43    440145.08    958350.51
    1966       51       507660.20    438080.17    945740.37
    1966       52       503957.04    439197.71    943154.76
    1966       53       489286.61    424784.74    914071.35
    1966       54       483749.96    421304.33    905054.29
    1966       55       462579.51    411491.07    874070.58
    1966       56       449829.40    403896.99    853726.38
    1966       57       431304.29    393045.68    824349.97
    1966       58       417027.85    384702.47    801730.32
    1966       59       387442.82    369627.93    757070.75
    1966       60       342837.35    328800.39    671637.74
    1966       61       350526.65    326112.91    676639.56
    1966       62       339546.51    320884.64    660431.15
    1966       63       345863.41    322968.63    668832.03
    1966       64       334767.15    312662.68    647429.83
    1966       65       316058.34    290654.75    606713.09
    1966       66       296492.40    270459.45    566951.85
    1966       67       274379.74    251577.82    525957.57
    1966       68       261363.99    233941.94    495305.93
    1966       69       243734.68    212935.16    456669.84
    1966       70       228168.37    195723.00    423891.37
    1966       71       214596.00    181173.83    395769.83
    1966       72       195360.76    161771.03    357131.80
    1966       73       182257.64    146242.82    328500.46
    1966       74       163367.31    127310.08    290677.38
    1966       75       149339.56    112231.70    261571.26
    1966       76       150320.59    107760.27    258080.86
    1966       77       136405.72     96612.91    233018.63
    1966       78       115613.61     79248.00    194861.60
    1966       79       101406.46     64888.51    166294.97
    1966       80        90090.49     54548.31    144638.80
    1966       81        77636.65     44751.18    122387.83
    1966       82        69411.68     37571.57    106983.25
    1966       83        59945.95     30864.99     90810.93
    1966       84        50078.90     24784.86     74863.76
    1966       85        41326.01     19397.03     60723.04
    1966       86        33152.88     14822.88     47975.75
    1966       87        26449.40     11256.48     37705.88
    1966       88        20370.84      8267.96     28638.81
    1966       89        15727.82      6064.37     21792.20
    1966       90        11446.58      4337.37     15783.95
    1966       91         7876.86      2847.26     10724.12
    1966       92         5555.83      1852.01      7407.84
    1966       93         3605.69      1187.22      4792.91
    1966       94         2162.56       723.58      2886.13
    1966       95         1330.17       428.86      1759.03
    1966       96          826.43       248.49      1074.92
    1966       97          547.57       148.67       696.24
    1966       98          316.93        77.18       394.12
    1966       99          155.84        36.01       191.84
    1966      100           88.83        21.17       110.00
    1966      101           51.83        11.84        63.66
    1966      102           23.82         4.50        28.33
    1966      103            9.49         2.00        11.49
    1966      104            3.17         1.17         4.33
    1966      105            1.17         1.00         2.17
    1966      106            1.00         0.00         1.00
    1966      107            1.00         0.00         1.00
    1966      108            1.00         0.00         1.00
    1966      109            1.17         0.00         1.17
    1966      110+           1.17         1.00         2.17
    1967        0       816436.68    864371.89   1680808.57
    1967        1       743298.05    782464.24   1525762.29
    1967        2       840634.93    875209.04   1715843.97
    1967        3       795761.07    830014.64   1625775.72
    1967        4       777814.96    810350.10   1588165.06
    1967        5       759902.99    791077.49   1550980.48
    1967        6       755713.92    787401.37   1543115.30
    1967        7       761566.59    791715.77   1553282.36
    1967        8       779359.73    807812.67   1587172.40
    1967        9       751291.23    777870.60   1529161.82
    1967       10       751058.28    778664.78   1529723.06
    1967       11       791019.48    821839.60   1612859.08
    1967       12       822287.85    854846.07   1677133.92
    1967       13       840972.37    868215.47   1709187.84
    1967       14       897391.77    918947.65   1816339.42
    1967       15       945657.51    967479.93   1913137.44
    1967       16      1022109.38   1047165.35   2069274.73
    1967       17      1120642.22   1138447.43   2259089.65
    1967       18      1198540.33   1206900.15   2405440.48
    1967       19      1199439.81   1210952.78   2410392.59
    1967       20      1039717.28   1048102.46   2087819.74
    1967       21       710606.98    710601.92   1421208.90
    1967       22       795957.57    785858.12   1581815.69
    1967       23       958513.88    940696.45   1899210.33
    1967       24       921809.73    904405.68   1826215.41
    1967       25       961582.24    946469.83   1908052.07
    1967       26       921514.80    909893.10   1831407.89
    1967       27       840231.69    827789.94   1668021.63
    1967       28       762430.25    752114.37   1514544.62
    1967       29       849769.19    841514.84   1691284.03
    1967       30       849316.16    842849.80   1692165.96
    1967       31       866381.21    869230.98   1735612.20
    1967       32       827314.22    831056.14   1658370.36
    1967       33       809978.50    813191.98   1623170.48
    1967       34       833357.12    843098.80   1676455.91
    1967       35       802901.64    814772.75   1617674.39
    1967       36       795355.55    808197.89   1603553.44
    1967       37       757149.99    766020.17   1523170.16
    1967       38       761116.77    763697.54   1524814.31
    1967       39       728599.46    728859.68   1457459.14
    1967       40       724056.39    717863.06   1441919.45
    1967       41       717581.57    693343.06   1410924.63
    1967       42       682030.70    632511.53   1314542.22
    1967       43       654823.27    568539.48   1223362.75
    1967       44       633714.56    508799.66   1142514.21
    1967       45       616371.69    476684.32   1093056.02
    1967       46       603440.34    463525.97   1066966.31
    1967       47       580566.00    460571.05   1041137.05
    1967       48       510115.24    417046.81    927162.05
    1967       49       513745.61    424194.24    937939.85
    1967       50       516309.60    430437.63    946747.23
    1967       51       515263.90    436524.58    951788.48
    1967       52       502515.43    432805.28    935320.71
    1967       53       498997.20    433827.36    932824.56
    1967       54       485803.54    420282.37    906085.91
    1967       55       481114.55    416979.98    898094.53
    1967       56       460376.75    407112.49    867489.24
    1967       57       446716.78    398984.35    845701.12
    1967       58       427980.90    387346.57    815327.47
    1967       59       412839.94    377516.10    790356.03
    1967       60       382703.58    361861.57    744565.16
    1967       61       339098.81    322157.11    661255.92
    1967       62       346320.95    318739.22    665060.17
    1967       63       335045.27    313133.34    648178.61
    1967       64       340768.73    314477.20    655245.93
    1967       65       329311.85    303355.11    632666.96
    1967       66       311209.36    281796.63    593006.00
    1967       67       291518.62    261671.25    553189.87
    1967       68       268474.14    241664.79    510138.93
    1967       69       255080.80    223902.44    478983.24
    1967       70       236697.87    202980.06    439677.93
    1967       71       220435.74    185625.83    406061.57
    1967       72       206828.02    170920.80    377748.82
    1967       73       187478.49    151536.44    339014.93
    1967       74       173917.27    136032.05    309949.32
    1967       75       154935.86    117534.12    272469.98
    1967       76       140497.15    102838.74    243335.89
    1967       77       140640.22     97849.62    238489.84
    1967       78       126652.39     86855.28    213507.67
    1967       79       106349.98     70569.52    176919.50
    1967       80        92926.33     57128.97    150055.29
    1967       81        81004.66     47246.46    128251.12
    1967       82        68974.34     38239.55    107213.89
    1967       83        60894.71     31764.49     92659.20
    1967       84        51855.66     25725.45     77581.11
    1967       85        42718.80     20242.70     62961.51
    1967       86        34722.44     15569.42     50291.86
    1967       87        27335.17     11687.15     39022.32
    1967       88        21388.22      8747.80     30136.02
    1967       89        16117.02      6253.99     22371.01
    1967       90        12198.03      4485.93     16683.96
    1967       91         8727.82      3135.62     11863.44
    1967       92         5828.12      2038.37      7866.49
    1967       93         4002.77      1301.31      5304.08
    1967       94         2539.82       818.53      3358.35
    1967       95         1487.03       480.39      1967.43
    1967       96          878.49       280.01      1158.50
    1967       97          522.59       165.81       688.40
    1967       98          343.23        96.67       439.90
    1967       99          189.43        46.68       236.11
    1967      100           88.33        23.67       112.01
    1967      101           50.50        13.67        64.17
    1967      102           28.99         8.00        37.00
    1967      103           14.32         2.67        16.99
    1967      104            4.16         1.17         5.33
    1967      105            1.33         0.67         2.00
    1967      106            0.17         0.00         0.17
    1967      107            0.50         0.00         0.50
    1967      108            0.50         0.00         0.50
    1967      109            0.50         0.00         0.50
    1967      110+           1.50         1.00         2.50
    1968        0       895687.12    946586.08   1842273.20
    1968        1       811651.34    857256.27   1668907.61
    1968        2       744390.47    783012.30   1527402.77
    1968        3       841881.05    876778.67   1718659.71
    1968        4       795408.74    830541.31   1625950.05
    1968        5       777642.17    810911.34   1588553.51
    1968        6       759544.22    791529.03   1551073.25
    1968        7       755771.48    788067.80   1543839.28
    1968        8       761648.15    792238.39   1553886.54
    1968        9       779188.40    808208.50   1587396.91
    1968       10       751318.32    778348.40   1529666.72
    1968       11       751218.93    779614.84   1530833.77
    1968       12       790786.46    821745.37   1612531.83
    1968       13       821822.95    853494.41   1675317.36
    1968       14       841042.74    866658.21   1707700.95
    1968       15       896617.04    915506.55   1812123.59
    1968       16       944186.10    961653.26   1905839.35
    1968       17      1020652.32   1039070.21   2059722.53
    1968       18      1118138.72   1129052.98   2247191.71
    1968       19      1196410.86   1198222.19   2394633.05
    1968       20      1199765.36   1204718.01   2404483.38
    1968       21      1040041.37   1043369.30   2083410.67
    1968       22       710385.96    708675.06   1419061.02
    1968       23       796025.94    785576.69   1581602.63
    1968       24       959145.71    941292.17   1900437.89
    1968       25       922174.70    905870.64   1828045.35
    1968       26       961463.31    948291.89   1909755.20
    1968       27       921478.68    911671.71   1833150.39
    1968       28       840041.99    829422.72   1669464.71
    1968       29       761790.68    753465.25   1515255.94
    1968       30       848679.57    842430.50   1691110.07
    1968       31       848161.52    843258.74   1691420.26
    1968       32       865856.13    869530.52   1735386.65
    1968       33       827025.80    830722.28   1657748.08
    1968       34       809456.42    812608.27   1622064.69
    1968       35       832290.81    842268.68   1674559.49
    1968       36       801600.74    813581.83   1615182.58
    1968       37       793876.88    806303.53   1600180.41
    1968       38       754705.30    763296.16   1518001.47
    1968       39       757006.74    759395.54   1516402.28
    1968       40       724163.30    724722.90   1448886.21
    1968       41       721083.17    715232.14   1436315.31
    1968       42       716316.55    691324.16   1407640.71
    1968       43       680382.47    630224.49   1310606.96
    1968       44       653269.96    566484.00   1219753.97
    1968       45       632633.51    506750.13   1139383.65
    1968       46       615264.47    475039.87   1090304.34
    1968       47       602483.00    461838.24   1064321.25
    1968       48       579447.75    458920.49   1038368.24
    1968       49       508556.99    415059.71    923616.69
    1968       50       511669.75    421351.93    933021.68
    1968       51       514417.95    427675.76    942093.70
    1968       52       512169.63    432704.78    944874.42
    1968       53       497256.71    427295.99    924552.71
    1968       54       493956.14    428206.82    922162.96
    1968       55       482153.24    415597.18    897750.42
    1968       56       478405.06    412423.40    890828.46
    1968       57       458004.15    402425.48    860429.63
    1968       58       443155.87    393297.68    836453.55
    1968       59       424548.92    381376.78    805925.70
    1968       60       408434.99    370038.09    778473.07
    1968       61       377675.45    353615.55    731291.00
    1968       62       335023.99    315147.68    650171.67
    1968       63       341825.02    310958.94    652783.96
    1968       64       330136.06    305016.39    635152.45
    1968       65       335262.76    305660.78    640923.54
    1968       66       323449.13    293673.85    617122.98
    1968       67       305998.69    272444.81    578443.50
    1968       68       286050.50    252366.35    538416.85
    1968       69       262107.89    231397.81    493505.70
    1968       70       248371.49    213413.65    461785.15
    1968       71       229217.63    192638.22    421855.85
    1968       72       212303.73    175228.39    387532.13
    1968       73       198537.73    160325.21    358862.94
    1968       74       179187.50    141094.37    320281.87
    1968       75       165185.31    125548.42    290733.73
    1968       76       145929.88    107656.57    253586.45
    1968       77       131278.29     93351.56    224629.85
    1968       78       130656.69     87939.76    218596.45
    1968       79       116646.06     77325.96    193972.03
    1968       80        98495.45     62029.63    160525.08
    1968       81        83617.77     49440.39    133058.17
    1968       82        71990.67     40321.89    112312.56
    1968       83        60492.53     32127.64     92620.17
    1968       84        52677.49     26384.45     79061.94
    1968       85        44131.85     20984.36     65116.21
    1968       86        35812.58     16148.15     51960.73
    1968       87        28572.39     12176.19     40748.57
    1968       88        21999.53      8957.43     30956.96
    1968       89        16901.65      6561.87     23463.52
    1968       90        12479.69      4555.44     17035.13
    1968       91         9240.56      3214.46     12455.03
    1968       92         6396.65      2195.63      8592.29
    1968       93         4141.49      1407.71      5549.19
    1968       94         2797.94       878.92      3676.86
    1968       95         1745.09       532.71      2277.80
    1968       96          988.40       302.13      1290.53
    1968       97          547.73       174.95       722.68
    1968       98          325.87       107.78       433.65
    1968       99          201.03        57.48       258.51
    1968      100          107.91        29.00       136.91
    1968      101           49.99        15.50        65.49
    1968      102           27.49        10.33        37.83
    1968      103           16.82         4.67        21.49
    1968      104            7.32         2.00         9.32
    1968      105            2.49         1.00         3.49
    1968      106            0.00         0.00         0.00
    1968      107            0.00         0.00         0.00
    1968      108            0.50         0.00         0.50
    1968      109            0.50         0.00         0.50
    1968      110+           2.00         1.00         3.00
    1969        0       906932.08    964938.33   1871870.42
    1969        1       891283.51    936987.10   1828270.61
    1969        2       810207.83    854613.35   1664821.19
    1969        3       745861.19    783941.89   1529803.08
    1969        4       843290.98    878515.78   1721806.76
    1969        5       795150.54    831177.97   1626328.51
    1969        6       777543.20    811505.48   1589048.68
    1969        7       759236.67    792026.75   1551263.42
    1969        8       755875.39    788824.31   1544699.70
    1969        9       761774.32    792841.47   1554615.79
    1969       10       779063.10    808655.02   1587718.12
    1969       11       751381.30    778899.67   1530280.98
    1969       12       751388.38    780599.39   1531987.77
    1969       13       790544.13    821647.92   1612192.05
    1969       14       821349.71    852129.18   1673478.89
    1969       15       841112.88    865078.29   1706191.18
    1969       16       895790.90    911918.43   1807709.33
    1969       17       942679.85    955549.71   1898229.56
    1969       18      1019192.80   1030757.20   2049950.00
    1969       19      1115563.36   1119577.76   2235141.12
    1969       20      1194205.32   1189410.83   2383616.14
    1969       21      1200072.47   1198406.09   2398478.56
    1969       22      1040320.36   1038589.99   2078910.35
    1969       23       710109.51    706724.56   1416834.07
    1969       24       796100.73    785305.71   1581406.44
    1969       25       959754.53    941867.30   1901621.83
    1969       26       922510.50    907365.90   1829876.41
    1969       27       961365.29    950157.83   1911523.12
    1969       28       921433.31    913448.80   1834882.11
    1969       29       839861.93    831077.76   1670939.69
    1969       30       761162.07    754863.52   1516025.58
    1969       31       847590.72    843360.47   1690951.19
    1969       32       847019.76    843619.19   1690638.95
    1969       33       865311.52    869715.40   1735026.92
    1969       34       826723.94    830362.04   1657085.98
    1969       35       808859.31    811943.14   1620802.45
    1969       36       831207.39    841340.35   1672547.74
    1969       37       800278.54    812205.85   1612484.39
    1969       38       792330.69    804336.13   1596666.82
    1969       39       752189.33    760398.69   1512588.02
    1969       40       752841.61    754950.68   1507792.29
    1969       41       719706.67    720460.68   1440167.35
    1969       42       718071.87    712488.63   1430560.50
    1969       43       714950.79    689147.62   1404098.41
    1969       44       678595.73    627767.50   1306363.24
    1969       45       651629.37    564198.99   1215828.36
    1969       46       631411.58    504617.46   1136029.04
    1969       47       614056.16    473197.65   1087253.81
    1969       48       601431.77    460064.33   1061496.10
    1969       49       578210.27    457101.87   1035312.14
    1969       50       506870.91    412847.48    919718.39
    1969       51       509452.47    418359.47    927811.93
    1969       52       512328.39    424742.80    937071.20
    1969       53       508980.64    428554.79    937535.44
    1969       54       491858.91    421581.50    913440.40
    1969       55       488765.72    422329.74    911095.46
    1969       56       478351.51    410501.51    888853.02
    1969       57       475530.91    407501.78    883032.69
    1969       58       455144.13    396948.84    852092.97
    1969       59       439529.78    387505.79    827035.57
    1969       60       420922.70    375017.71    795940.41
    1969       61       403802.14    362030.92    765833.07
    1969       62       372413.56    344944.71    717358.27
    1969       63       330762.85    307645.32    638408.17
    1969       64       336990.55    302669.45    639660.00
    1969       65       324904.50    296451.65    621356.15
    1969       66       329436.66    296273.02    625709.69
    1969       67       317228.97    283336.55    600565.52
    1969       68       300295.08    262732.03    563027.11
    1969       69       280167.65    242603.57    522771.22
    1969       70       255272.75    220562.34    475835.10
    1969       71       241218.17    202555.24    443773.41
    1969       72       221208.58    181876.69    403085.26
    1969       73       203779.94    164472.29    368252.23
    1969       74       189818.13    149538.27    339356.40
    1969       75       170529.24    130376.33    300905.57
    1969       76       156037.14    115068.68    271105.82
    1969       77       136803.75     97867.21    234670.96
    1969       78       121961.91     84135.90    206097.81
    1969       79       120560.39     78509.78    199070.18
    1969       80       107125.92     68370.99    175496.91
    1969       81        89020.63     53860.76    142881.39
    1969       82        74659.12     42344.09    117003.21
    1969       83        63497.86     34000.27     97498.13
    1969       84        52620.76     26768.34     79389.09
    1969       85        45097.49     21646.68     66744.17
    1969       86        37242.80     16902.17     54144.96
    1969       87        29656.28     12716.35     42372.63
    1969       88        23134.38      9422.64     32557.02
    1969       89        17482.36      6785.89     24268.24
    1969       90        13183.45      4844.21     18027.66
    1969       91         9550.78      3300.85     12851.63
    1969       92         6911.19      2274.82      9186.01
    1969       93         4658.51      1526.22      6184.73
    1969       94         2948.71       969.50      3918.21
    1969       95         1934.79       585.17      2519.96
    1969       96         1181.89       347.38      1529.27
    1969       97          648.60       182.86       831.46
    1969       98          361.66       115.57       477.23
    1969       99          205.49        67.75       273.24
    1969      100          122.16        36.63       158.79
    1969      101           67.39        18.16        85.55
    1969      102           25.98        10.50        36.48
    1969      103           15.16         6.50        21.65
    1969      104            8.65         1.66        10.32
    1969      105            4.99         1.00         5.99
    1969      106            1.99         1.00         2.99
    1969      107            0.00         0.00         0.00
    1969      108            0.00         0.00         0.00
    1969      109            0.50         0.00         0.50
    1969      110+           1.83         0.33         2.17
    1970        0       905532.93    959603.62   1865136.55
    1970        1       902791.36    952701.85   1855493.21
    1970        2       889878.11    932344.75   1822222.87
    1970        3       809513.25    852907.73   1662420.98
    1970        4       747396.09    785135.45   1532531.54
    1970        5       844419.59    880084.43   1724504.02
    1970        6       795000.94    831701.38   1626702.32
    1970        7       777528.35    812129.01   1589657.36
    1970        8       758983.06    792701.24   1551684.31
    1970        9       756150.62    789590.37   1545740.99
    1970       10       761659.52    793243.74   1554903.25
    1970       11       779143.27    809248.51   1588391.78
    1970       12       751382.17    779386.94   1530769.12
    1970       13       751682.46    781404.96   1533087.42
    1970       14       790283.38    821060.99   1611344.37
    1970       15       820927.69    850683.78   1671611.47
    1970       16       840791.00    862815.08   1703606.08
    1970       17       894719.00    907944.89   1802663.89
    1970       18       941218.62    949675.51   1890894.13
    1970       19      1017936.69   1023597.50   2041534.20
    1970       20      1113135.70   1111463.58   2224599.28
    1970       21      1192541.28   1182329.40   2374870.68
    1970       22      1199990.96   1193295.71   2393286.67
    1970       23      1040492.87   1035162.05   2075654.92
    1970       24       709773.09    705533.05   1415306.13
    1970       25       796271.92    785500.61   1581772.53
    1970       26       960427.75    943014.34   1903442.09
    1970       27       922869.07    909179.05   1832048.12
    1970       28       961286.98    952112.33   1913399.31
    1970       29       921514.49    915263.30   1836777.79
    1970       30       839637.89    832536.49   1672174.39
    1970       31       760614.23    756207.24   1516821.47
    1970       32       846556.55    843994.41   1690550.96
    1970       33       845940.91    843876.42   1689817.33
    1970       34       864687.73    869709.69   1734397.42
    1970       35       826453.20    829877.21   1656330.41
    1970       36       808159.58    811181.61   1619341.20
    1970       37       830076.26    840270.96   1670347.22
    1970       38       798899.49    810548.24   1609447.73
    1970       39       790890.38    802382.05   1593272.43
    1970       40       749703.93    757401.20   1507105.13
    1970       41       749291.13    750908.67   1500199.81
    1970       42       715994.61    716821.47   1432816.08
